Group1         Group2         
13             30             
6              4              
10             24             
17             5              
20             3              
16             3              
6              3              
13             3              
6              3              
6              3              
3              4              
13             3              
14             3              
6              3              
7              12             
19             3              
8              6              
19             3              
13             3              
18             4              
9              5              
1              3              
7              3              
15             2              
16             3              
12             3              
12             3              
18             3              
24             3              
16             3              
18             3              
12             1              
0              3              
13             3              
30             3              
16             9              
10             3              
15             3              
17             3              
10             3              
9              3              
20             3              
12             3              
15             1              
12             18             
15             35             
12             12             
12             4              
13             5              
14             11             
12             6              
17             3              
5              3              
3              11             
3              10             
21             0              
20             3              
17             2              
14             18             
17             12             
16             18             
21             3              
10             12             
14             3              
13             4              
14             4              
6              4              
18             1              
11             8              
24             1              
8              9              
17             2              
21             3              
15             3              
27             6              
19             4              
9              3              
10             4              
30             4              
14             0              
19             2              
15             3              
8              5              
17             2              
22             3              
6              3              
22             0              
11             6              
8              5              
10             3              
12             8              
5              0              
14             7              
1              3              
12             3              
13             3              
13             1              
26             0              
0              10             
25             10             
16             3              
6              3              
11             2              
16             3              
18             3              
12             3              
5              3              
4              3              
4              3              
3              3              
0              3              
0              3              
3              3              
5              3              
0              2              
2              3              
9              2              
4              3              
17             0              
11             3              
9              13             
11             4              
11             4              
8              4              
2              4              
2              4              
0              3              
6              6              
6              5              
7              4              
12             15             
13             6              
-              9              
-              6              
-              10             
-              3              
-              3              
-              -              
